,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,rating-sent,goodness-sent
559,temporal,1,remarkable,three,hours,adj-ambig,num-num,noun-temporal,The diplomat worked a remarkable three hours in Nairobi., good,0.9941262189022191
560,temporal,1,remarkable,five,days,adj-ambig,num-num,noun-temporal,The diplomat worked a remarkable five days in Nairobi., good,0.9967646959119164
561,temporal,1,remarkable,five,weeks,adj-ambig,num-num,noun-temporal,The diplomat worked a remarkable five weeks in Nairobi., good,0.9968208439528012
562,temporal,1,remarkable,five,months,adj-ambig,num-num,noun-temporal,The diplomat worked a remarkable five months in Nairobi., good,0.996947506062139
563,temporal,1,remarkable,five,years,adj-ambig,num-num,noun-temporal,The diplomat worked a remarkable five years in Nairobi., good,0.9977353043016502
564,temporal,1,remarkable,five,hours,adj-ambig,num-num,noun-temporal,The diplomat worked a remarkable five hours in Nairobi., good,0.996563886097582
565,temporal,1,remarkable,twenty,days,adj-ambig,num-num,noun-temporal,The diplomat worked a remarkable twenty days in Nairobi., good,0.9953350070386131
566,temporal,1,remarkable,twenty,weeks,adj-ambig,num-num,noun-temporal,The diplomat worked a remarkable twenty weeks in Nairobi., good,0.9937212025495229
567,temporal,1,remarkable,twenty,months,adj-ambig,num-num,noun-temporal,The diplomat worked a remarkable twenty months in Nairobi., good,0.9934633544251874
568,temporal,1,remarkable,twenty,years,adj-ambig,num-num,noun-temporal,The diplomat worked a remarkable twenty years in Nairobi., good,0.9946499045127598
569,temporal,1,remarkable,twenty,hours,adj-ambig,num-num,noun-temporal,The diplomat worked a remarkable twenty hours in Nairobi., good,0.9937089856174134
570,temporal,1,mediocre,three,days,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre three days in Nairobi., good,0.9792874192638127
571,temporal,1,mediocre,three,weeks,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre three weeks in Nairobi., good,0.9744836246732268
572,temporal,1,mediocre,three,months,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre three months in Nairobi., good,0.9840082803258446
573,temporal,1,mediocre,three,years,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre three years in Nairobi., good,0.9837459599934987
574,temporal,1,mediocre,three,hours,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre three hours in Nairobi., good,0.9850360495025599
575,temporal,1,mediocre,five,days,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre five days in Nairobi., good,0.984328650778596
576,temporal,1,mediocre,five,weeks,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre five weeks in Nairobi., good,0.9756249850850749
577,temporal,1,mediocre,five,months,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre five months in Nairobi., good,0.9851033445388856
578,temporal,1,mediocre,five,years,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre five years in Nairobi., good,0.9886308073412408
579,temporal,1,mediocre,five,hours,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre five hours in Nairobi., good,0.9857643538314572
580,temporal,1,mediocre,twenty,days,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre twenty days in Nairobi., good,0.9758458759738365
581,temporal,1,mediocre,twenty,weeks,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre twenty weeks in Nairobi., good,0.9782932160205187
582,temporal,1,mediocre,twenty,months,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre twenty months in Nairobi., good,0.9845726862535649
583,temporal,1,mediocre,twenty,years,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre twenty years in Nairobi., good,0.978190459541489
584,temporal,1,mediocre,twenty,hours,adj-ambig,num-num,noun-temporal,The diplomat worked a mediocre twenty hours in Nairobi., good,0.979057999099101
585,temporal,1,unsatisfying,three,days,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying three days in Nairobi., good,0.9948091717529726
586,temporal,1,unsatisfying,three,weeks,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying three weeks in Nairobi., good,0.9936081332483517
587,temporal,1,unsatisfying,three,months,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying three months in Nairobi., good,0.9953800081468812
588,temporal,1,unsatisfying,three,years,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying three years in Nairobi., good,0.996288210783432
589,temporal,1,unsatisfying,three,hours,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying three hours in Nairobi., good,0.9928854288452557
590,temporal,1,unsatisfying,five,days,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying five days in Nairobi., good,0.996020824483646
591,temporal,1,unsatisfying,five,weeks,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying five weeks in Nairobi., good,0.9948160250169628
592,temporal,1,unsatisfying,five,months,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying five months in Nairobi., good,0.9964275087857796
593,temporal,1,unsatisfying,five,years,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying five years in Nairobi., good,0.9970176580436083
594,temporal,1,unsatisfying,five,hours,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying five hours in Nairobi., good,0.994969866009246
595,temporal,1,unsatisfying,twenty,days,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying twenty days in Nairobi., good,0.9918457041165373
596,temporal,1,unsatisfying,twenty,weeks,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying twenty weeks in Nairobi., good,0.9901760028480632
597,temporal,1,unsatisfying,twenty,months,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying twenty months in Nairobi., good,0.9937620924345831
598,temporal,1,unsatisfying,twenty,years,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying twenty years in Nairobi., good,0.9944356864599685
599,temporal,1,unsatisfying,twenty,hours,adj-ambig,num-num,noun-temporal,The diplomat worked an unsatisfying twenty hours in Nairobi., good,0.9913908042085091
600,temporal,1,lovely,three,days,adj-pos,num-num,noun-temporal,The diplomat worked a lovely three days in Nairobi., good,0.9751273491507823
601,temporal,1,lovely,three,weeks,adj-pos,num-num,noun-temporal,The diplomat worked a lovely three weeks in Nairobi., good,0.9883066153070189
602,temporal,1,lovely,three,months,adj-pos,num-num,noun-temporal,The diplomat worked a lovely three months in Nairobi., good,0.9925393657333006
603,temporal,1,lovely,three,years,adj-pos,num-num,noun-temporal,The diplomat worked a lovely three years in Nairobi., good,0.993329243938209
604,temporal,1,lovely,three,hours,adj-pos,num-num,noun-temporal,The diplomat worked a lovely three hours in Nairobi., good,0.9825358719643862
605,temporal,1,lovely,five,days,adj-pos,num-num,noun-temporal,The diplomat worked a lovely five days in Nairobi., good,0.9697989102469087
606,temporal,1,lovely,five,weeks,adj-pos,num-num,noun-temporal,The diplomat worked a lovely five weeks in Nairobi., good,0.9849242926674883
607,temporal,1,lovely,five,months,adj-pos,num-num,noun-temporal,The diplomat worked a lovely five months in Nairobi., good,0.9918756275609627
608,temporal,1,lovely,five,years,adj-pos,num-num,noun-temporal,The diplomat worked a lovely five years in Nairobi., good,0.995466019464097
609,temporal,1,lovely,five,hours,adj-pos,num-num,noun-temporal,The diplomat worked a lovely five hours in Nairobi., good,0.9811867809680104
610,temporal,1,lovely,twenty,days,adj-pos,num-num,noun-temporal,The diplomat worked a lovely twenty days in Nairobi., good,0.9472290244072679
611,temporal,1,lovely,twenty,weeks,adj-pos,num-num,noun-temporal,The diplomat worked a lovely twenty weeks in Nairobi., good,0.9815510867021829
612,temporal,1,lovely,twenty,months,adj-pos,num-num,noun-temporal,The diplomat worked a lovely twenty months in Nairobi., good,0.9880586605208146
613,temporal,1,lovely,twenty,years,adj-pos,num-num,noun-temporal,The diplomat worked a lovely twenty years in Nairobi., good,0.9843964960002148
614,temporal,1,lovely,twenty,hours,adj-pos,num-num,noun-temporal,The diplomat worked a lovely twenty hours in Nairobi., good,0.8289209949639249
615,temporal,1,beautiful,three,days,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful three days in Nairobi., good,0.863536959795891
616,temporal,1,beautiful,three,weeks,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful three weeks in Nairobi., good,0.9722778465587951
617,temporal,1,beautiful,three,months,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful three months in Nairobi., good,0.9797094185200932
618,temporal,1,beautiful,three,years,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful three years in Nairobi., good,0.9746329308993248
619,temporal,1,beautiful,three,hours,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful three hours in Nairobi., good,0.9723380479776389
620,temporal,1,beautiful,five,days,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful five days in Nairobi., good,0.8629928439462554
621,temporal,1,beautiful,five,weeks,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful five weeks in Nairobi., good,0.9492262091221996
622,temporal,1,beautiful,five,months,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful five months in Nairobi., good,0.9662064840564577
623,temporal,1,beautiful,five,years,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful five years in Nairobi., good,0.9884894837716328
624,temporal,1,beautiful,five,hours,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful five hours in Nairobi., good,0.9751508344006674
625,temporal,1,beautiful,twenty,days,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful twenty days in Nairobi., good,0.8308627834192802
626,temporal,1,beautiful,twenty,weeks,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful twenty weeks in Nairobi., good,0.9600509836132141
627,temporal,1,beautiful,twenty,months,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful twenty months in Nairobi., good,0.9845909256315194
628,temporal,1,beautiful,twenty,years,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful twenty years in Nairobi., good,0.9387157840345096
629,temporal,1,beautiful,twenty,hours,adj-pos,num-num,noun-temporal,The diplomat worked a beautiful twenty hours in Nairobi., good,0.8722480452160204
630,temporal,1,enchanting,three,days,adj-pos,num-num,noun-temporal,The diplomat worked an enchanting three days in Nairobi., good,0.9926167907936783
631,temporal,1,enchanting,three,weeks,adj-pos,num-num,noun-temporal,The diplomat worked an enchanting three weeks in Nairobi., good,0.9942632473701977
632,temporal,1,enchanting,three,months,adj-pos,num-num,noun-temporal,The diplomat worked an enchanting three months in Nairobi., good,0.9956490668548083
633,temporal,1,enchanting,three,years,adj-pos,num-num,noun-temporal,The diplomat worked an enchanting three years in Nairobi., good,0.995638634498541
634,temporal,1,enchanting,three,hours,adj-pos,num-num,noun-temporal,The diplomat worked an enchanting three hours in Nairobi., good,0.9892190490444708
635,temporal,1,enchanting,five,days,adj-pos,num-num,noun-temporal,The diplomat worked an enchanting five days in Nairobi., good,0.9944012338380016
636,temporal,1,enchanting,five,weeks,adj-pos,num-num,noun-temporal,The diplomat worked an enchanting five weeks in Nairobi., good,0.9953271384488176
637,temporal,1,enchanting,five,months,adj-pos,num-num,noun-temporal,The diplomat worked an enchanting five months in Nairobi., good,0.9969484559541752
638,temporal,1,enchanting,five,years,adj-pos,num-num,noun-temporal,The diplomat worked an enchanting five years in Nairobi., good,0.996794677250683
639,temporal,1,enchanting,five,hours,adj-pos,num-num,noun-temporal,The diplomat worked an enchanting five hours in Nairobi., good,0.9934107821329212
640,temporal,1,enchanting,twenty,days,adj-pos,num-num,noun-temporal,The diplomat worked an enchanting twenty days in Nairobi., good,0.9928646255319618
641,temporal,1,enchanting,twenty,weeks,adj-pos,num-num,noun-temporal,The diplomat worked an enchanting twenty weeks in Nairobi., good,0.9939749402097069
642,temporal,1,enchanting,twenty,months,adj-pos,num-num,noun-temporal,The diplomat worked an enchanting twenty months in Nairobi., good,0.9951947549089772
643,temporal,1,enchanting,twenty,years,adj-pos,num-num,noun-temporal,The diplomat worked an enchanting twenty years in Nairobi., good,0.9950338214442327
